home,away,score,year
Уралан,Динамо,0 : 1,1998
Уралан,Черноморец,1 : 1,1998
Уралан,Торпедо М,3 : 2,1998
Уралан,Жемчужина-Сочи,2 : 0,1998
Уралан,Крылья Советов,1 : 0,1998
Уралан,Шинник,2 : 1,1998
Уралан,Балтика,2 : 1,1998
Уралан,Тюмень,2 : 1,1998
Алания,Спартак,2 : 1,1998
Алания,ЦСКА,0 : 1,1998
Алания,Локомотив,1 : 2,1998
Алания,Ротор,3 : 1,1998
Алания,Зенит,0 : 0,1998
Алания,Ростсельмаш,0 : 1,1998
Алания,Уралан,1 : 0,1998
Алания,Динамо,2 : 2,1998
Алания,Черноморец,3 : 1,1998
Алания,Торпедо М,0 : 2,1998
Алания,Жемчужина-Сочи,3 : 0,1998
Алания,Крылья Советов,5 : 0,1998
Алания,Шинник,1 : 2,1998
Алания,Балтика,2 : 0,1998
Алания,Тюмень,6 : 0,1998
Динамо,Спартак,0 : 0,1998
Динамо,ЦСКА,0 : 3,1998
Динамо,Локомотив,2 : 1,1998
Динамо,Ротор,2 : 2,1998
Динамо,Зенит,0 : 0,1998
Динамо,Ростсельмаш,1 : 2,1998
Динамо,Уралан,0 : 3,1998
Динамо,Алания,4 : 1,1998
Динамо,Черноморец,0 : 0,1998
Динамо,Торпедо М,0 : 0,1998
Динамо,Жемчужина-Сочи,4 : 1,1998
Динамо,Крылья Советов,1 : 1,1998
Динамо,Шинник,1 : 1,1998
Динамо,Балтика,1 : 1,1998
Динамо,Тюмень,1 : 0,1998
Черноморец,Спартак,3 : 1,1998
Черноморец,ЦСКА,1 : 1,1998
Черноморец,Локомотив,1 : 2,1998
Черноморец,Ротор,1 : 1,1998
Черноморец,Зенит,0 : 0,1998
Черноморец,Ростсельмаш,1 : 1,1998
Черноморец,Уралан,2 : 0,1998
Черноморец,Алания,1 : 2,1998
Черноморец,Динамо,1 : 1,1998
Черноморец,Торпедо М,1 : 1,1998
Черноморец,Жемчужина-Сочи,0 : 0,1998
Черноморец,Крылья Советов,4 : 0,1998
Черноморец,Шинник,2 : 1,1998
Черноморец,Балтика,2 : 1,1998
Черноморец,Тюмень,4 : 1,1998
Торпедо М,Спартак,1 : 1,1998
Торпедо М,ЦСКА,0 : 2,1998
Торпедо М,Локомотив,0 : 0,1998
Торпедо М,Ротор,2 : 2,1998
Торпедо М,Зенит,1 : 3,1998
Торпедо М,Ростсельмаш,3 : 1,1998
Торпедо М,Уралан,1 : 1,1998
Торпедо М,Алания,2 : 0,1998
Торпедо М,Динамо,2 : 2,1998
Торпедо М,Черноморец,2 : 3,1998
Торпедо М,Жемчужина-Сочи,0 : 1,1998
Торпедо М,Крылья Советов,1 : 0,1998
Торпедо М,Шинник,0 : 1,1998
Торпедо М,Балтика,0 : 0,1998
Торпедо М,Тюмень,5 : 1,1998
Жемчужина-Сочи,Спартак,1 : 4,1998
Жемчужина-Сочи,ЦСКА,2 : 1,1998
Жемчужина-Сочи,Локомотив,2 : 0,1998
Жемчужина-Сочи,Ротор,1 : 1,1998
Жемчужина-Сочи,Зенит,2 : 1,1998
Жемчужина-Сочи,Ростсельмаш,0 : 0,1998
Жемчужина-Сочи,Уралан,2 : 6,1998
Жемчужина-Сочи,Алания,3 : 0,1998
Жемчужина-Сочи,Динамо,1 : 2,1998
Жемчужина-Сочи,Черноморец,3 : 1,1998
Жемчужина-Сочи,Торпедо М,0 : 4,1998
Жемчужина-Сочи,Крылья Советов,0 : 2,1998
Жемчужина-Сочи,Шинник,2 : 2,1998
Жемчужина-Сочи,Балтика,2 : 1,1998
Жемчужина-Сочи,Тюмень,0 : 0,1998
Крылья Советов,Спартак,0 : 2,1998
Крылья Советов,ЦСКА,0 : 2,1998
Крылья Советов,Локомотив,1 : 3,1998
Крылья Советов,Ротор,0 : 0,1998
Крылья Советов,Зенит,1 : 2,1998
Крылья Советов,Ростсельмаш,1 : 0,1998
Крылья Советов,Уралан,2 : 0,1998
Крылья Советов,Алания,2 : 2,1998
Крылья Советов,Динамо,1 : 0,1998
Крылья Советов,Черноморец,3 : 0,1998
Крылья Советов,Торпедо М,2 : 0,1998
Крылья Советов,Жемчужина-Сочи,0 : 0,1998
Крылья Советов,Шинник,1 : 0,1998
Крылья Советов,Балтика,0 : 0,1998
Крылья Советов,Тюмень,1 : 0,1998
Шинник,Спартак,0 : 1,1998
Шинник,ЦСКА,1 : 2,1998
Шинник,Локомотив,0 : 1,1998
Шинник,Ротор,2 : 0,1998
Шинник,Зенит,0 : 0,1998
Шинник,Ростсельмаш,0 : 0,1998
Шинник,Уралан,0 : 0,1998
Шинник,Алания,3 : 2,1998
Шинник,Динамо,0 : 2,1998
Шинник,Черноморец,0 : 0,1998
Шинник,Торпедо М,1 : 0,1998
Шинник,Жемчужина-Сочи,1 : 2,1998
Шинник,Крылья Советов,0 : 0,1998
Шинник,Балтика,3 : 1,1998
Шинник,Тюмень,3 : 2,1998
Балтика,Спартак,1 : 1,1998
Балтика,ЦСКА,1 : 1,1998
Балтика,Локомотив,0 : 3,1998
Балтика,Ротор,2 : 2,1998
Балтика,Зенит,3 : 2,1998
Балтика,Ростсельмаш,3 : 0,1998
Балтика,Уралан,1 : 1,1998
Балтика,Алания,1 : 3,1998
Балтика,Динамо,0 : 2,1998
Балтика,Черноморец,1 : 0,1998
Балтика,Торпедо М,0 : 0,1998
Балтика,Жемчужина-Сочи,2 : 1,1998
Балтика,Крылья Советов,1 : 1,1998
Балтика,Шинник,3 : 1,1998
Балтика,Тюмень,2 : 0,1998
Тюмень,Спартак,0 : 6,1998
Тюмень,ЦСКА,0 : 4,1998
Тюмень,Локомотив,0 : 2,1998
Тюмень,Ротор,2 : 4,1998
Тюмень,Зенит,0 : 5,1998
Тюмень,Ростсельмаш,1 : 4,1998
Тюмень,Уралан,1 : 3,1998
Тюмень,Алания,0 : 2,1998
Тюмень,Динамо,2 : 0,1998
Тюмень,Черноморец,0 : 3,1998
Тюмень,Торпедо М,1 : 2,1998
Тюмень,Жемчужина-Сочи,0 : 1,1998
Тюмень,Крылья Советов,0 : 3,1998
Тюмень,Шинник,0 : 1,1998
Тюмень,Балтика,3 : 2,1998
Спартак,Ротор,3 : 2,1997
Спартак,Динамо,1 : 2,1997
Спартак,Шинник,3 : 0,1997
Спартак,Локомотив,4 : 2,1997
Спартак,Черноморец,3 : 0,1997
Спартак,Крылья Советов,2 : 0,1997
Спартак,Зенит,2 : 0,1997
Спартак,Балтика,4 : 1,1997
Спартак,Алания,2 : 1,1997
Спартак,Торпедо-Лужники,0 : 1,1997
Спартак,ЦСКА,0 : 0,1997
Спартак,Ростсельмаш,2 : 0,1997
Спартак,Жемчужина-Сочи,2 : 0,1997
Спартак,Тюмень,2 : 0,1997
Спартак,Факел,4 : 2,1997
Спартак,Локомотив НН,1 : 0,1997
Спартак,КАМАЗ-Чаллы,6 : 2,1997
Ротор,Спартак,0 : 2,1997
Ротор,Динамо,3 : 1,1997
Ротор,Шинник,1 : 0,1997
Ротор,Локомотив,1 : 0,1997
Ротор,Черноморец,1 : 1,1997
Ротор,Крылья Советов,1 : 1,1997
Ротор,Зенит,3 : 0,1997
Ротор,Балтика,2 : 1,1997
Ротор,Алания,1 : 0,1997
Ротор,Торпедо-Лужники,1 : 2,1997
Ротор,ЦСКА,1 : 0,1997
Ротор,Ростсельмаш,0 : 2,1997
Ротор,Жемчужина-Сочи,3 : 1,1997
Ротор,Тюмень,5 : 2,1997
Ротор,Факел,2 : 0,1997
Ротор,Локомотив НН,2 : 0,1997
Ротор,КАМАЗ-Чаллы,3 : 1,1997
Динамо,Спартак,1 : 1,1997
Динамо,Ротор,0 : 0,1997
Динамо,Шинник,3 : 0,1997
Динамо,Локомотив,3 : 1,1997
Динамо,Черноморец,0 : 0,1997
Динамо,Крылья Советов,0 : 1,1997
Динамо,Зенит,0 : 0,1997
Динамо,Балтика,1 : 1,1997
Динамо,Алания,1 : 0,1997
Динамо,Торпедо-Лужники,1 : 1,1997
Динамо,ЦСКА,2 : 0,1997
Динамо,Ростсельмаш,1 : 0,1997
Динамо,Жемчужина-Сочи,1 : 0,1997
Динамо,Тюмень,2 : 0,1997
Динамо,Факел,4 : 1,1997
Динамо,Локомотив НН,3 : 0,1997
Динамо,КАМАЗ-Чаллы,6 : 1,1997
Шинник,Спартак,1 : 1,1997
Шинник,Ротор,1 : 1,1997
Шинник,Динамо,0 : 0,1997
Шинник,Локомотив,2 : 1,1997
Шинник,Черноморец,1 : 0,1997
Шинник,Крылья Советов,1 : 0,1997
Шинник,Зенит,2 : 0,1997
Шинник,Балтика,4 : 0,1997
Шинник,Алания,3 : 0,1997
Шинник,Торпедо-Лужники,1 : 3,1997
Шинник,ЦСКА,0 : 1,1997
Шинник,Ростсельмаш,1 : 1,1997
Шинник,Жемчужина-Сочи,2 : 1,1997
Шинник,Тюмень,1 : 0,1997
Шинник,Факел,2 : 1,1997
Шинник,Локомотив НН,0 : 0,1997
Шинник,КАМАЗ-Чаллы,1 : 0,1997
Локомотив,Спартак,1 : 3,1997
Локомотив,Ротор,0 : 1,1997
Локомотив,Динамо,2 : 1,1997
Локомотив,Шинник,1 : 1,1997
Локомотив,Черноморец,2 : 1,1997
Локомотив,Крылья Советов,2 : 1,1997
Локомотив,Зенит,0 : 0,1997
Локомотив,Балтика,1 : 1,1997
Локомотив,Алания,1 : 0,1997
Локомотив,Торпедо-Лужники,3 : 0,1997
Локомотив,ЦСКА,1 : 3,1997
Локомотив,Ростсельмаш,2 : 1,1997
Локомотив,Жемчужина-Сочи,4 : 1,1997
Локомотив,Тюмень,3 : 1,1997
Локомотив,Факел,2 : 0,1997
Локомотив,Локомотив НН,1 : 1,1997
Локомотив,КАМАЗ-Чаллы,2 : 0,1997
Черноморец,Спартак,1 : 0,1997
Черноморец,Ротор,2 : 1,1997
Черноморец,Динамо,1 : 1,1997
Черноморец,Шинник,1 : 0,1997
Черноморец,Локомотив,1 : 1,1997
Черноморец,Крылья Советов,3 : 0,1997
Черноморец,Зенит,2 : 0,1997
Черноморец,Балтика,2 : 2,1997
Черноморец,Алания,1 : 2,1997
Черноморец,Торпедо-Лужники,2 : 1,1997
Черноморец,ЦСКА,0 : 1,1997
Черноморец,Ростсельмаш,0 : 0,1997
Черноморец,Жемчужина-Сочи,2 : 2,1997
Черноморец,Тюмень,4 : 0,1997
Черноморец,Факел,3 : 0,1997
Черноморец,Локомотив НН,3 : 0,1997
Черноморец,КАМАЗ-Чаллы,1 : 0,1997
Крылья Советов,Спартак,1 : 2,1997
Крылья Советов,Ротор,1 : 2,1997
Крылья Советов,Динамо,0 : 1,1997
Крылья Советов,Шинник,0 : 0,1997
Крылья Советов,Локомотив,1 : 0,1997
Крылья Советов,Черноморец,1 : 0,1997
Крылья Советов,Зенит,1 : 0,1997
Крылья Советов,Балтика,0 : 0,1997
Крылья Советов,Алания,1 : 3,1997
Крылья Советов,Торпедо-Лужники,0 : 1,1997
Крылья Советов,ЦСКА,1 : 0,1997
Крылья Советов,Ростсельмаш,3 : 0,1997
Крылья Советов,Жемчужина-Сочи,0 : 1,1997
Крылья Советов,Тюмень,1 : 0,1997
Крылья Советов,Факел,1 : 0,1997
Крылья Советов,Локомотив НН,4 : 0,1997
Крылья Советов,КАМАЗ-Чаллы,4 : 0,1997
Зенит,Спартак,0 : 0,1997
Зенит,Ротор,0 : 1,1997
Зенит,Динамо,0 : 0,1997
Зенит,Шинник,1 : 1,1997
Зенит,Локомотив,2 : 0,1997
Зенит,Черноморец,0 : 0,1997
Зенит,Крылья Советов,0 : 0,1997
Зенит,Балтика,0 : 1,1997
Зенит,Алания,1 : 0,1997
Зенит,Торпедо-Лужники,3 : 2,1997
Зенит,ЦСКА,2 : 0,1997
Зенит,Ростсельмаш,0 : 0,1997
Зенит,Жемчужина-Сочи,2 : 0,1997
Зенит,Тюмень,2 : 0,1997
Зенит,Факел,0 : 1,1997
Зенит,Локомотив НН,1 : 0,1997
Зенит,КАМАЗ-Чаллы,0 : 3,1997
Балтика,Спартак,1 : 1,1997
Балтика,Ротор,0 : 1,1997
Балтика,Динамо,0 : 2,1997
Балтика,Шинник,1 : 1,1997
Балтика,Локомотив,0 : 0,1997
Балтика,Черноморец,1 : 1,1997
Балтика,Крылья Советов,2 : 0,1997
Балтика,Зенит,2 : 2,1997
Балтика,Алания,1 : 2,1997
Балтика,Торпедо-Лужники,1 : 0,1997
Балтика,ЦСКА,1 : 1,1997
Балтика,Ростсельмаш,0 : 0,1997
Балтика,Жемчужина-Сочи,2 : 1,1997
Балтика,Тюмень,2 : 0,1997
Балтика,Факел,1 : 0,1997
Балтика,Локомотив НН,1 : 0,1997
Балтика,КАМАЗ-Чаллы,4 : 1,1997
Алания,Спартак,2 : 0,1997
Алания,Ротор,3 : 2,1997
Алания,Динамо,0 : 1,1997
Алания,Шинник,5 : 2,1997
Алания,Локомотив,1 : 2,1997
Алания,Черноморец,1 : 3,1997
Алания,Крылья Советов,1 : 1,1997
Алания,Зенит,0 : 2,1997
Алания,Балтика,0 : 0,1997
Алания,Торпедо-Лужники,2 : 1,1997
Алания,ЦСКА,3 : 0,1997
Алания,Ростсельмаш,0 : 0,1997
Алания,Жемчужина-Сочи,4 : 1,1997
Алания,Тюмень,0 : 0,1997
Алания,Факел,2 : 0,1997
Алания,Локомотив НН,3 : 1,1997
Алания,КАМАЗ-Чаллы,5 : 0,1997
Торпедо-Лужники,Спартак,0 : 3,1997
Торпедо-Лужники,Ротор,1 : 1,1997
Торпедо-Лужники,Динамо,0 : 1,1997
Торпедо-Лужники,Шинник,1 : 2,1997
Торпедо-Лужники,Локомотив,1 : 3,1997
Торпедо-Лужники,Черноморец,0 : 0,1997
Торпедо-Лужники,Крылья Советов,0 : 1,1997
Торпедо-Лужники,Зенит,1 : 2,1997
Торпедо-Лужники,Балтика,1 : 0,1997
Торпедо-Лужники,Алания,2 : 1,1997
Торпедо-Лужники,ЦСКА,3 : 0,1997
Торпедо-Лужники,Ростсельмаш,0 : 1,1997
Торпедо-Лужники,Жемчужина-Сочи,3 : 1,1997
Торпедо-Лужники,Тюмень,1 : 1,1997
Торпедо-Лужники,Факел,4 : 2,1997
Торпедо-Лужники,Локомотив НН,2 : 2,1997
Торпедо-Лужники,КАМАЗ-Чаллы,2 : 0,1997
ЦСКА,Спартак,0 : 0,1997
ЦСКА,Ротор,0 : 2,1997
ЦСКА,Динамо,1 : 1,1997
ЦСКА,Шинник,0 : 0,1997
ЦСКА,Локомотив,1 : 2,1997
ЦСКА,Черноморец,0 : 1,1997
ЦСКА,Крылья Советов,1 : 2,1997
ЦСКА,Зенит,2 : 0,1997
ЦСКА,Балтика,1 : 1,1997
ЦСКА,Алания,2 : 1,1997
ЦСКА,Торпедо-Лужники,0 : 5,1997
ЦСКА,Ростсельмаш,2 : 0,1997
ЦСКА,Жемчужина-Сочи,1 : 1,1997
ЦСКА,Тюмень,0 : 3,1997
ЦСКА,Факел,1 : 0,1997
ЦСКА,Локомотив НН,3 : 0,1997
ЦСКА,КАМАЗ-Чаллы,1 : 0,1997
Ростсельмаш,Спартак,3 : 5,1997
Ростсельмаш,Ротор,1 : 1,1997
Ростсельмаш,Динамо,1 : 3,1997
Ростсельмаш,Шинник,1 : 2,1997
Ростсельмаш,Локомотив,2 : 2,1997
Ростсельмаш,Черноморец,0 : 0,1997
Ростсельмаш,Крылья Советов,1 : 1,1997
Ростсельмаш,Зенит,2 : 3,1997
Ростсельмаш,Балтика,0 : 0,1997
Ростсельмаш,Алания,1 : 0,1997
Ростсельмаш,Торпедо-Лужники,1 : 1,1997
Ростсельмаш,ЦСКА,1 : 1,1997
Ростсельмаш,Жемчужина-Сочи,0 : 0,1997
Ростсельмаш,Тюмень,3 : 1,1997
Ростсельмаш,Факел,2 : 0,1997
Ростсельмаш,Локомотив НН,3 : 1,1997
Ростсельмаш,КАМАЗ-Чаллы,2 : 1,1997
Жемчужина-Сочи,Спартак,0 : 1,1997
Жемчужина-Сочи,Ротор,0 : 2,1997
Жемчужина-Сочи,Динамо,2 : 2,1997
Жемчужина-Сочи,Шинник,2 : 1,1997
Жемчужина-Сочи,Локомотив,0 : 0,1997
Жемчужина-Сочи,Черноморец,3 : 1,1997
Жемчужина-Сочи,Крылья Советов,0 : 1,1997
Жемчужина-Сочи,Зенит,1 : 0,1997
Жемчужина-Сочи,Балтика,0 : 0,1997
Жемчужина-Сочи,Алания,1 : 0,1997
Жемчужина-Сочи,Торпедо-Лужники,4 : 3,1997
Жемчужина-Сочи,ЦСКА,2 : 3,1997
Жемчужина-Сочи,Ростсельмаш,2 : 1,1997
Жемчужина-Сочи,Тюмень,1 : 3,1997
Жемчужина-Сочи,Факел,1 : 0,1997
Жемчужина-Сочи,Локомотив НН,2 : 0,1997
Жемчужина-Сочи,КАМАЗ-Чаллы,1 : 0,1997
Тюмень,Спартак,2 : 2,1997
Тюмень,Ротор,0 : 0,1997
Тюмень,Динамо,1 : 0,1997
Тюмень,Шинник,1 : 2,1997
Тюмень,Локомотив,0 : 0,1997
Тюмень,Черноморец,0 : 0,1997
Тюмень,Крылья Советов,1 : 0,1997
Тюмень,Зенит,0 : 1,1997
Тюмень,Балтика,0 : 1,1997
Тюмень,Алания,1 : 4,1997
Тюмень,Торпедо-Лужники,2 : 1,1997
Тюмень,ЦСКА,2 : 0,1997
Тюмень,Ростсельмаш,0 : 1,1997
Тюмень,Жемчужина-Сочи,2 : 2,1997
Тюмень,Факел,1 : 0,1997
Тюмень,Локомотив НН,2 : 1,1997
Тюмень,КАМАЗ-Чаллы,1 : 0,1997
Факел,Спартак,0 : 1,1997
Факел,Ротор,0 : 0,1997
Факел,Динамо,0 : 1,1997
Факел,Шинник,1 : 2,1997
Факел,Локомотив,1 : 0,1997
Факел,Черноморец,0 : 0,1997
Факел,Крылья Советов,2 : 2,1997
Факел,Зенит,0 : 1,1997
Факел,Балтика,0 : 2,1997
Факел,Алания,2 : 1,1997
Факел,Торпедо-Лужники,2 : 3,1997
Факел,ЦСКА,1 : 1,1997
Факел,Ростсельмаш,0 : 0,1997
Факел,Жемчужина-Сочи,2 : 1,1997
Факел,Тюмень,1 : 0,1997
Факел,Локомотив НН,2 : 0,1997
Факел,КАМАЗ-Чаллы,4 : 0,1997
Локомотив НН,Спартак,2 : 3,1997
Локомотив НН,Ротор,1 : 2,1997
Локомотив НН,Динамо,0 : 1,1997
Локомотив НН,Шинник,0 : 1,1997
Локомотив НН,Локомотив,1 : 3,1997
Локомотив НН,Черноморец,2 : 3,1997
Локомотив НН,Крылья Советов,0 : 1,1997
Локомотив НН,Зенит,2 : 2,1997
Локомотив НН,Балтика,1 : 4,1997
Локомотив НН,Алания,1 : 3,1997
Локомотив НН,Торпедо-Лужники,1 : 0,1997
Локомотив НН,ЦСКА,3 : 1,1997
Локомотив НН,Ростсельмаш,0 : 1,1997
Локомотив НН,Жемчужина-Сочи,1 : 0,1997
Локомотив НН,Тюмень,1 : 0,1997
Локомотив НН,Факел,1 : 0,1997
Локомотив НН,КАМАЗ-Чаллы,2 : 1,1997
КАМАЗ-Чаллы,Спартак,2 : 1,1997
КАМАЗ-Чаллы,Ротор,0 : 5,1997
КАМАЗ-Чаллы,Динамо,1 : 3,1997
КАМАЗ-Чаллы,Шинник,3 : 0,1997
КАМАЗ-Чаллы,Локомотив,0 : 2,1997
КАМАЗ-Чаллы,Черноморец,0 : 0,1997
КАМАЗ-Чаллы,Крылья Советов,3 : 0,1997
КАМАЗ-Чаллы,Зенит,0 : 1,1997
КАМАЗ-Чаллы,Балтика,3 : 3,1997
КАМАЗ-Чаллы,Алания,4 : 2,1997
КАМАЗ-Чаллы,Торпедо-Лужники,1 : 3,1997
КАМАЗ-Чаллы,ЦСКА,0 : 3,1997
КАМАЗ-Чаллы,Ростсельмаш,3 : 2,1997
КАМАЗ-Чаллы,Жемчужина-Сочи,2 : 3,1997
КАМАЗ-Чаллы,Тюмень,2 : 1,1997
КАМАЗ-Чаллы,Факел,3 : 0,1997
КАМАЗ-Чаллы,Локомотив НН,1 : 1,1997
Спартак,Ротор,3 : 2,1996
Спартак,Динамо,1 : 2,1996
Спартак,Шинник,3 : 0,1996
Спартак,Локомотив,4 : 2,1996
Спартак,Черноморец,3 : 0,1996
Спартак,Крылья Советов,2 : 0,1996
Спартак,Зенит,2 : 0,1996
Спартак,Балтика,4 : 1,1996
Спартак,Алания,2 : 1,1996
Спартак,Торпедо-Лужники,0 : 1,1996
Спартак,ЦСКА,0 : 0,1996
Спартак,Ростсельмаш,2 : 0,1996
Спартак,Жемчужина-Сочи,2 : 0,1996
Спартак,Тюмень,2 : 0,1996
Спартак,Факел,4 : 2,1996
Спартак,Локомотив НН,1 : 0,1996
Спартак,КАМАЗ-Чаллы,6 : 2,1996
Ротор,Спартак,0 : 2,1996
Ротор,Динамо,3 : 1,1996
Ротор,Шинник,1 : 0,1996
Ротор,Локомотив,1 : 0,1996
Ротор,Черноморец,1 : 1,1996
Ротор,Крылья Советов,1 : 1,1996
Ротор,Зенит,3 : 0,1996
Ротор,Балтика,2 : 1,1996
Ротор,Алания,1 : 0,1996
Ротор,Торпедо-Лужники,1 : 2,1996
Ротор,ЦСКА,1 : 0,1996
Ротор,Ростсельмаш,0 : 2,1996
Ротор,Жемчужина-Сочи,3 : 1,1996
Ротор,Тюмень,5 : 2,1996
Ротор,Факел,2 : 0,1996
Ротор,Локомотив НН,2 : 0,1996
Ротор,КАМАЗ-Чаллы,3 : 1,1996
Динамо,Спартак,1 : 1,1996
Динамо,Ротор,0 : 0,1996
Динамо,Шинник,3 : 0,1996
Динамо,Локомотив,3 : 1,1996
Динамо,Черноморец,0 : 0,1996
Динамо,Крылья Советов,0 : 1,1996
Динамо,Зенит,0 : 0,1996
Динамо,Балтика,1 : 1,1996
Динамо,Алания,1 : 0,1996
Динамо,Торпедо-Лужники,1 : 1,1996
Динамо,ЦСКА,2 : 0,1996
Динамо,Ростсельмаш,1 : 0,1996
Динамо,Жемчужина-Сочи,1 : 0,1996
Динамо,Тюмень,2 : 0,1996
Динамо,Факел,4 : 1,1996
Динамо,Локомотив НН,3 : 0,1996
Динамо,КАМАЗ-Чаллы,6 : 1,1996
Шинник,Спартак,1 : 1,1996
Шинник,Ротор,1 : 1,1996
Шинник,Динамо,0 : 0,1996
Шинник,Локомотив,2 : 1,1996
Шинник,Черноморец,1 : 0,1996
Шинник,Крылья Советов,1 : 0,1996
Шинник,Зенит,2 : 0,1996
Шинник,Балтика,4 : 0,1996
Шинник,Алания,3 : 0,1996
Шинник,Торпедо-Лужники,1 : 3,1996
Шинник,ЦСКА,0 : 1,1996
Шинник,Ростсельмаш,1 : 1,1996
Шинник,Жемчужина-Сочи,2 : 1,1996
Шинник,Тюмень,1 : 0,1996
Шинник,Факел,2 : 1,1996
Шинник,Локомотив НН,0 : 0,1996
Шинник,КАМАЗ-Чаллы,1 : 0,1996
Локомотив,Спартак,1 : 3,1996
Локомотив,Ротор,0 : 1,1996
Локомотив,Динамо,2 : 1,1996
Локомотив,Шинник,1 : 1,1996
Локомотив,Черноморец,2 : 1,1996
Локомотив,Крылья Советов,2 : 1,1996
Локомотив,Зенит,0 : 0,1996
Локомотив,Балтика,1 : 1,1996
Локомотив,Алания,1 : 0,1996
Локомотив,Торпедо-Лужники,3 : 0,1996
Локомотив,ЦСКА,1 : 3,1996
Локомотив,Ростсельмаш,2 : 1,1996
Локомотив,Жемчужина-Сочи,4 : 1,1996
Локомотив,Тюмень,3 : 1,1996
Локомотив,Факел,2 : 0,1996
Локомотив,Локомотив НН,1 : 1,1996
Локомотив,КАМАЗ-Чаллы,2 : 0,1996
Черноморец,Спартак,1 : 0,1996
Черноморец,Ротор,2 : 1,1996
Черноморец,Динамо,1 : 1,1996
Черноморец,Шинник,1 : 0,1996
Черноморец,Локомотив,1 : 1,1996
Черноморец,Крылья Советов,3 : 0,1996
Черноморец,Зенит,2 : 0,1996
Черноморец,Балтика,2 : 2,1996
Черноморец,Алания,1 : 2,1996
Черноморец,Торпедо-Лужники,2 : 1,1996
Черноморец,ЦСКА,0 : 1,1996
Черноморец,Ростсельмаш,0 : 0,1996
Черноморец,Жемчужина-Сочи,2 : 2,1996
Черноморец,Тюмень,4 : 0,1996
Черноморец,Факел,3 : 0,1996
Черноморец,Локомотив НН,3 : 0,1996
Черноморец,КАМАЗ-Чаллы,1 : 0,1996
Крылья Советов,Спартак,1 : 2,1996
Крылья Советов,Ротор,1 : 2,1996
Крылья Советов,Динамо,0 : 1,1996
Крылья Советов,Шинник,0 : 0,1996
Крылья Советов,Локомотив,1 : 0,1996
Крылья Советов,Черноморец,1 : 0,1996
Крылья Советов,Зенит,1 : 0,1996
Крылья Советов,Балтика,0 : 0,1996
Крылья Советов,Алания,1 : 3,1996
Крылья Советов,Торпедо-Лужники,0 : 1,1996
Крылья Советов,ЦСКА,1 : 0,1996
Крылья Советов,Ростсельмаш,3 : 0,1996
Крылья Советов,Жемчужина-Сочи,0 : 1,1996
Крылья Советов,Тюмень,1 : 0,1996
Крылья Советов,Факел,1 : 0,1996
Крылья Советов,Локомотив НН,4 : 0,1996
Крылья Советов,КАМАЗ-Чаллы,4 : 0,1996
Зенит,Спартак,0 : 0,1996
Зенит,Ротор,0 : 1,1996
Зенит,Динамо,0 : 0,1996
Зенит,Шинник,1 : 1,1996
Зенит,Локомотив,2 : 0,1996
Зенит,Черноморец,0 : 0,1996
Зенит,Крылья Советов,0 : 0,1996
Зенит,Балтика,0 : 1,1996
Зенит,Алания,1 : 0,1996
Зенит,Торпедо-Лужники,3 : 2,1996
Зенит,ЦСКА,2 : 0,1996
Зенит,Ростсельмаш,0 : 0,1996
Зенит,Жемчужина-Сочи,2 : 0,1996
Зенит,Тюмень,2 : 0,1996
Зенит,Факел,0 : 1,1996
Зенит,Локомотив НН,1 : 0,1996
Зенит,КАМАЗ-Чаллы,0 : 3,1996
Балтика,Спартак,1 : 1,1996
Балтика,Ротор,0 : 1,1996
Балтика,Динамо,0 : 2,1996
Балтика,Шинник,1 : 1,1996
Балтика,Локомотив,0 : 0,1996
Балтика,Черноморец,1 : 1,1996
Балтика,Крылья Советов,2 : 0,1996
Балтика,Зенит,2 : 2,1996
Балтика,Алания,1 : 2,1996
Балтика,Торпедо-Лужники,1 : 0,1996
Балтика,ЦСКА,1 : 1,1996
Балтика,Ростсельмаш,0 : 0,1996
Балтика,Жемчужина-Сочи,2 : 1,1996
Балтика,Тюмень,2 : 0,1996
Балтика,Факел,1 : 0,1996
Балтика,Локомотив НН,1 : 0,1996
Балтика,КАМАЗ-Чаллы,4 : 1,1996
Алания,Спартак,2 : 0,1996
Алания,Ротор,3 : 2,1996
Алания,Динамо,0 : 1,1996
Алания,Шинник,5 : 2,1996
Алания,Локомотив,1 : 2,1996
Алания,Черноморец,1 : 3,1996
Алания,Крылья Советов,1 : 1,1996
Алания,Зенит,0 : 2,1996
Алания,Балтика,0 : 0,1996
Алания,Торпедо-Лужники,2 : 1,1996
Алания,ЦСКА,3 : 0,1996
Алания,Ростсельмаш,0 : 0,1996
Алания,Жемчужина-Сочи,4 : 1,1996
Алания,Тюмень,0 : 0,1996
Алания,Факел,2 : 0,1996
Алания,Локомотив НН,3 : 1,1996
Алания,КАМАЗ-Чаллы,5 : 0,1996
Торпедо-Лужники,Спартак,0 : 3,1996
Торпедо-Лужники,Ротор,1 : 1,1996
Торпедо-Лужники,Динамо,0 : 1,1996
Торпедо-Лужники,Шинник,1 : 2,1996
Торпедо-Лужники,Локомотив,1 : 3,1996
Торпедо-Лужники,Черноморец,0 : 0,1996
Торпедо-Лужники,Крылья Советов,0 : 1,1996
Торпедо-Лужники,Зенит,1 : 2,1996
Торпедо-Лужники,Балтика,1 : 0,1996
